source,Target,weight
80049,80039,14
75059,75229,8
20261,20271,6
47609,46779,2
40079,40119,10
56021,56031,5
44221,44261,6
22231,22361,2
28531,21711,1
23071,23379,1
75179,75371,3
53389,53399,9
70011,70151,4
44209,44731,6
45141,49091,2
85091,85101,6
43171,43421,1
28411,28409,1
83049,83029,9
14161,14171,13
52079,42149,1
41081,42011,14
24509,24049,2
44559,44629,2
27521,22479,1
64519,64471,1
24711,25511,2
23159,23489,1
24629,24619,1
54201,54451,2
58341,58321,2
51051,52241,1
65159,65079,4
75209,75169,2
58041,58051,2
63141,63361,4
60079,60089,1
59571,59631,2
22499,22569,1
10179,10381,2
7231,50251,1
52369,52051,8
47521,47539,1
10281,10291,10
59129,59109,2
76069,75059,8
55509,55209,4
46661,46671,2
41079,41069,16
32051,32061,2
22241,22231,3
59051,59339,2
93201,93121,2
24249,24239,1
63169,63159,1
60099,7359,2
24609,25821,1
47091,47101,2
23519,24639,1
16111,16121,1
28431,28249,13
46119,46501,1
22471,22461,2
17301,17081,1
84279,84269,1
56079,56069,5
67379,67381,2
6069,10071,1
8111,8121,29
46119,46091,2
28631,28641,14
55381,55361,2
17091,17101,2
25421,25491,1
12029,11299,6
76239,76039,9
84009,84029,10
9159,9169,12
55239,55229,5
53341,53351,5
75129,75139,5
23369,23359,1
96109,84439,1
22541,22551,1
26061,26051,1
64151,64161,1
28259,28249,2
21469,21551,1
76101,76411,2
24289,24279,1
18059,18141,1
64309,64239,2
92241,92101,1
28311,28621,1
64019,63069,8
44891,44871,1
57069,57059,5
83239,93119,2
67219,67209,3
83119,83109,13
70071,71081,2
21251,21269,2
24009,23081,2
62039,62029,13
64051,64329,2
78101,77179,1
98051,98061,7
22399,22409,1
67179,67199,2
42061,42071,13
60209,60179,8
93079,93129,2
26161,26171,1
46789,46779,2
42159,42259,9
47801,58141,4
8069,4179,30
46791,46811,1
28271,28281,4
63381,63371,4
23061,23071,3
64219,64209,3
27181,27011,1
11269,11419,2
53399,53231,4
55209,54059,9
46841,46799,1
82009,82229,2
47819,47829,1
43099,43089,15
51021,51031,11
54209,54199,7
21161,27471,1
55509,55329,3
93121,93111,1
54301,54511,2
66029,66019,4
16091,43611,1
71021,71069,1
99189,99049,3
51019,50059,8
43241,43291,1
20151,20201,1
43268,43259,5
43341,21249,1
42021,42031,17
21619,21609,6
18049,11511,4
25741,25751,1
19071,19081,6
44779,44699,3
96371,96329,1
20021,20031,5
65081,65229,1
94059,84679,3
76411,76421,2
22161,22171,3
21099,21111,1
15211,16211,2
54521,54599,2
66331,66301,1
44021,44149,1
21319,21309,1
11071,11081,8
83311,83291,3
54489,54479,4
75251,75241,5
83149,83159,2
10089,10079,7
71099,71139,8
97079,97069,2
11051,11061,6
19051,19061,3
66551,66561,1
22531,22249,1
3239, E0323,1
70101,70111,9
23179,23169,1
65199,95151,2
98031,98041,7
77331,64229,2
76259,76469,3
53151,53161,4
21491,21501,1
96421,96431,1
46649,46639,3
44109,44879,1
80009,80029,2
53179,53179,1
21659,21649,1
54019,40019,1
76059,76111,2
21249,21429,6
78051,78061,11
6141,6131,6
43321,43371,5
58521,58531,1
21361,21399,4
48029,48111,2
67019,55109,5
54181,54191,8
24531,24541,1
98141,98151,1
46871,47549,1
76031,76231,10
28529,28519,11
24501,25219,2
80291,80301,3
55281,59011,7
17201,17219,1
93139,94011,4
4142,4151,1
51109,51099,3
52331,52321,3
22591,27371,6
94059,94049,10
11059,11049,13
28311,28321,3
44379,44221,4
24541,24559,1
44119,44299,2
23281,23291,1
21351,22009,1
24159,23491,1
63179,63369,15
85029,85019,6
54579,54589,3
23201,23211,1
81101,81111,11
55209,54259,1
50211,50991,3
46171,46241,3
22361,22459,1
24651,24089,1
46341,46351,4
22549,22189,1
25061,25071,1
53371,53159,1
10071,10501,8
17111,12061,8
8019,13109,1
22281,22219,1
77181,77071,4
21171,21181,3
14071,14081,8
83329,83081,1
60141,60161,13
77279,77269,4
2141,1511,1
67309,67329,2
46641,47581,2
28079,28449,3
27501,27511,1
20121,20241,1
14199,14249,2
10021,10041,5
51111,51071,7
12091,12101,9
52309,52281,1
59271,58309,1
16031,16041,7
15101,15111,1
70269,70259,9
43581,43641,2
75221,75069,1
1029,4167,3
21431,21441,3
97051,97119,1
3539,3529,12
75059,75069,9
21179,21029,5
53019,51069,7
75051,76061,6
57021,57031,4
66051,63361,3
46379,46369,3
75149,75179,1
63019,62059,2
44669,44829,2
53139,53019,2
41111,41031,3
13062,13071,3
70281,70291,12
21131,21069,1
43719,43111,1
66081,62109,2
61061,61009,1
17159,19039,1
25269,25411,1
75019,76559,3
46439,46419,2
16019,15209,1
76031,76229,2
25439,25429,5
59073,59069,11
84641,84541,1
78109,78081,4
27251,27261,2
43161,43189,3
57111,57121,6
46161,46171,3
24679,24689,1
70291,70301,12
54449,54401,1
13021,11201,8
65481,65351,1
45241,45251,3
92169,92091,3
67129,67119,4
22531,22231,2
22151,22161,1
70271,70281,10
17241,17229,1
29069,29059,1
78149,98109,5
64401,67159,1
58259,58219,7
55111,55121,3
21631,21641,3
42039,42029,17
72019,52321,2
11239,11091,2
83251,83261,1
31129,31009,1
44229,44219,5
46181,46209,2
11181,11351,2
27011,27071,1
21751,21631,2
45449,49079,1
44091,44101,1
11139,10299,5
76511,76521,3
11231,11419,3
10119,10109,7
3411,3339,1
32079,32069,1
21021,21171,3
14169,14129,3
91091,80271,7
10017,10018,8
14059,14049,3
45301,9219,1
44249,44639,1
76079,75059,5
52509,52261,3
25569,26061,1
53239,54311,1
50037,50069,6
59719,59291,1
93139,94031,1
64131,64141,1
9038,8137,3
13179,13169,1
55139,54209,6
15149,14129,1
80109,80051,5
78269,78259,1
75359,75369,10
46241,46319,2
22501,22511,4
67069,67059,5
21499,21489,1
68021,68031,2
14019,14141,6
58139,58129,2
25609,25599,1
46451,46461,2
56249,56259,1
44449, N4401,1
66321,66149,1
11311,11321,3
45369,45379,2
59299,59449,1
21569,21559,7
44449,44459,6
63011,63021,8
68081,68101,2
50129,50119,4
99019,98079,7
66379,62139,4
46871,47591,2
63399,63321,1
42181,43191,1
9059,9022,14
31069,31059,1
59149,59073,2
67729,67719,1
19041,17101,2
51039,51029,11
71101,71111,3
10401,10411,1
81081,80239,1
59231,59099,1
20291,29071,1
76189,76179,1
52171,52441,4
80111,80071,2
47189,47199,1
53409,5129,1
41049,41121,3
54291,66331,1
14379,14291,2
14269,14259,2
46491,46381,5
54101,66091,13
58269,59529,3
63299,63101,1
63161,63181,1
51081,53111,2
1621,1511,5
3129,3217,17
43801,43561,1
24489,24499,1
1029,4168,6
28101,42201,2
46771,46781,2
96381,96321,1
91051,91061,3
16121,16119,1
59221,59261,2
22469,22479,2
84101,84661,4
42171,42181,9
16991,16891,1
20209,20259,1
17191,16159,1
52181,52231,4
70081,70071,2
21611,21211,4
45179,49139,1
59309,59139,2
52009,52509,16
64349,63379,3
7021,7031,7
76459,76419,2
25069,25389,1
70271,70149,1
84211,84221,5
92171,82139,1
40209,40199,6
26011,26021,1
3331,3341,1
45111,45121,7
53401,53221,2
80089,80069,15
8057,8069,30
82109,81069,9
48119,48021,1
21341,21351,1
3151,3381,2
43349,43539,7
14319,14489,2
62249,62239,7
43371,43699,5
75219,75109,1
15071,15091,1
24339,24679,1
63389,63399,6
22239,22539,1
61019,60269,8
40089,40079,10
57071,59551,2
1139,1039,12
84249,84239,4
24021,24511,2
85071,84439,1
77231,77281,6
14039,14389,4
71041,73041,4
54019,53321,2
9011,9023,15
54091,54311,1
84341,84221,3
58261,58339,1
64091,66541,1
11169,11061,1
83301,83311,3
53331,53331,1
49131,45171,1
54009,54248,8
96129,96139,2
24139,24129,1
21411,21421,2
84451,84481,2
43541,43801,1
65009,65259,4
13063,13141,2
21369,22491,3
99161,95071,4
46119,46069,1
16161,16171,2
N4411,44689,1
52251,52271,4
11341,42131,3
64381,64549,4
34109,31089,1
64201,64231,4
26399,26409,2
58381,58271,1
50301,50081,2
18101,18121,3
97209,97059,1
83281,83279,1
52559,52211,1
28101,42311,3
80311,80109,3
66091,66031,11
22349,22599,1
24461,24391,1
67359,67369,2
28349,28281,2
66431,64109,2
46009,46271,4
59061,59079,6
50221,50129,1
49189,49179,2
43289,43249,1
58459,58369,2
44351,44361,4
76411,76451,1
32101,32111,2
67171,67139,2
67601,64571,1
44211,43139,2
22231,22359,1
46951,46969,1
59081,59321,4
31159,31061,3
42179,42169,8
70259,81101,11
1511,1521,6
7539,7589,7
29019,29041,2
46681,46699,3
84211,84521,9
42991,43891,1
17039,17369,1
52169,52159,2
20271,28051,1
67331,67261,2
61011,61021,8
59381,59241,3
40199,9219,6
34039,34029,1
7249,7359,3
59569,59329,2
5069,10011,6
59351,59161,1
4167,4249,19
59441,59439,1
33021,33031,2
18149,18051,1
3217,3223,1
66091,66391,1
75071,76129,1
84539,60069,1
28639,28621,3
21331,21341,1
65049,65039,5
14239,14229,4
1109,7551,2
28049,28039,5
26261,26251,2
42049,42039,17
27129,27109,3
59511,59311,1
53299,53129,2
14259,14279,1
75279,76511,1
85041,85099,2
50321,50351,2
81151,81161,6
59171,59161,1
59339,59549,2
28009,28301,15
41111,41029,3
17291,17351,2
67619,67449,2
91079,91069,5
64109,63311,2
1129,1059,4
55169,55019,1
92309,92239,1
67141,67151,2
66011,66021,3
28511,28521,13
92191,93181,1
44081,44091,1
80091,81011,9
72029,72019,4
65311,65399,1
5631,5521,3
43681,43481,1
21301,21311,1
44791,44531,1
21571,21581,5
58369,58361,2
11419,11389,1
43239,43161,3
83321,83331,1
11031,11041,11
17099,16161,2
53059,53049,12
83031,83062,11
72031,72041,8
59461,59459,1
10371,10169,4
76441,76431,1
10059,10049,6
27301,27321,1
84111,84151,3
64499,66439,2
10099,10089,7
24411,24421,1
44119,44391,2
2061,2151,2
80231,81201,1
2119,3019,20
33049,33039,1
53419,53419,1
20181,20191,3
67761,67691,1
65231,65269,5
20209,20261,3
92301,92201,2
84319,84369,1
75349,84209,7
92081,93011,16
46699,46399,2
77211,77221,2
76231,76469,1
96121,76101,5
84059,84049,9
64449,64439,2
N4591,45329,1
1341,7371,2
66021,66391,1
31169,31159,4
19011,19021,6
84271,84591,2
47041,47051,1
52059,52039,2
96209,95909,2
14299,14031,2
21761,21751,2
11511,11021,4
66539,66529,3
3239,3222,7
47049,47039,1
91081,91091,4
10231,10241,2
11029,11521,1
24511,25201,1
59179,59389,5
92189,92051,1
11499,11489,2
21779,21561,3
24701,26011,1
71091,72021,4
59181,59171,2
28311,28631,6
19049,19039,8
93131,93049,10
59041,59421,2
58179,58169,1
27021,27031,1
28461,28491,12
22231,27421,2
63299,63289,5
68111,65069,1
14249,14279,3
66119,66041,1
5629,3223,1
64079,64061,1
94019,93131,4
10069,10059,7
53049,53299,2
10011,10041,12
3111,3031,8
96161,96251,4
59139,59129,2
63361,63181,13
44731,44259,5
50189,50179,6
82029,82109,9
76191,76399,4
59701,59351,1
10279,10269,5
3419,3421,1
84349,84329,2
66389,62129,3
1112,1113,1
23409,23399,1
44169,3222,1
46339,46329,3
10017,5013,4
59429,59051,1
93121,93069,1
1549,92071,1
40239,40091,5
54271,54281,14
96051,96061,4
25681,24711,1
44591,44091,1
21051,29021,1
11151,11059,1
46349,46339,3
64029,64079,1
40231,44321,1
21129,21119,2
64401,67501,1
96361,96309,1
22391,22141,1
84649,84021,1
77061,78049,4
98111,98109,1
44009,45231,1
62121,62131,7
81099,81201,1
46479,46809,1
14499,14359,1
40021,40031,7
65079,65199,3
45019,44549,2
67489,67499,3
49031,49041,1
46299,46641,1
72071,84501,3
65309,65319,1
64111,66479,1
59009,59179,8
95159,76249,1
96231,96221,2
28379,28369,3
25259,25269,1
78131,78121,3
52039,52029,3
47569,47579,3
96069,96059,3
44859,44019,2
21201,21211,1
58359,58459,2
59019,55289,5
27061,27211,2
21079,21141,3
14009,15041,1
54381,54581,1
53221,53239,8
12041,12051,6
46441,46261,1
65031,65041,6
84491,84501,2
24389,24379,1
78251,78261,1
92159,92149,9
70029,70019,5
68119,46229,1
42301,42231,1
53189,53179,1
70059,70049,6
75379,75419,1
43539,43409,7
50221,50231,4
13079,13139,3
66039,66029,2
45411,45421,4
50051,51011,13
63199,63189,14
28651,14169,1
28039,28029,5
66409,66399,2
52351,52341,2
28519,28581,1
55229,55041,3
18129,18331,1
44381,44351,4
46109,46109,1
62019,70309,13
50049,50038,9
68019,67089,3
28291,43459,8
84289,84249,3
67109,67181,1
54241,54261,9
10439,10429,1
54611,54071,3
26369,26379,2
59389,59641,1
58059,58509,1
14279,14319,2
10469,11499,2
6169,4321,2
45461,45309,1
76311,76341,1
6011,6039,2
84691,84071,1
58111,58421,2
66151,66161,1
59039,59029,13
44341,44779,3
54247,54239,1
28289,28089,4
43341,43453,5
52061,66011,3
85059,85049,2
99091,99101,1
8069,4167,3
E0323,3223,1
54589,54389,1
96209,96041,2
65221,65281,7
98069,98059,6
52039,53219,5
44331,44341,4
54049,54039,10
22439,22309,1
75401,75411,2
55269,55259,8
25541,25551,1
93121,93071,2
81029,81231,2
8137,8019,2
21391,22481,1
70371,70259,3
43581,43521,1
63091,63101,8
65281,65381,1
5023,4222,14
53259,53281,2
70129,70039,2
54011,54241,5
78219,78051,1
28041,28051,1
47151,47129,2
27449,27459,3
48029,48019,1
84489,75401,2
14271,14281,5
50251,50261,2
54281,54581,2
11171,11401,2
9047,9037,21
84339,84341,1
81191,82061,1
54248,54239,11
27171,27181,1
84319,84309,1
44531,44461,5
70311,70019,1
13109,13211,7
62059,62049,11
97171,97181,1
92099,80159,2
55021,59031,1
21309,21299,1
40051,40111,10
17159,17101,4
67049,67081,2
23219,23209,1
85019,94079,6
40179,9219,13
83129,92209,3
10089,10369,3
10379,10079,1
28509,28499,11
55021,55179,3
13051,13062,4
75139,75149,2
63369,63149,4
67181,67191,5
59189,59199,2
28061,28449,2
40109,40019,7
20289,17339,1
71021,71031,2
8057,8058,2
96161,96151,2
43641,43831,7
24691,24681,1
76251,76261,2
66319,66309,1
58349,58359,2
5641,91081,1
48019,44269,1
67399,67389,4
99049,99039,6
66009,62179,1
N4401, N4411,1
66061,66071,5
72079,72069,9
13041,13201,2
43071,43081,12
43179,43169,1
21419,22499,1
57011,57021,4
65039,65029,5
27409,27419,3
17019,3223,1
65061,46229,1
40231,51091,7
50171,52401,3
93099,93089,8
14229,10391,4
76249,76239,15
43201,43191,8
21371,21381,1
21279,21199,1
12149,12139,2
54379,54609,3
30099,30059,4
1421,1341,4
75461,75311,1
45169,45179,1
59219,59201,1
53129,53119,2
55119,54209,1
46591,46379,2
46409,46399,1
46571,46561,1
66089,66079,5
9131,9141,8
59111,57089,2
68149,68139,2
71079,71069,6
62059,62229,5
64489,64509,1
59281,59349,1
66339,54299,1
2061,4151,2
17181,17371,2
59639,59579,6
46709,46119,2
67189,67409,1
53309,53309,1
4311,8011,4
43709,43419,1
80191,80171,1
13062,13139,1
70279,70269,12
46619,46379,1
67261,67209,2
67341,67199,2
63289,63279,5
45319,45259,1
15091,15101,1
70289,70279,13
20319,20309,1
22271,22289,1
53281,53281,1
95171,95181,1
41111,41121,3
66109,66339,7
30081,44071,2
5029,4222,11
95159,96069,1
10171,10181,6
45371,45361,4
5131,6171,4
50079,50089,3
22391,22041,1
62141,63011,4
6081,6149,1
77271,77289,4
57059,48149,1
25421,25431,5
47511,47521,1
46359,46349,3
84491,72079,8
45189,45229,1
68111,65199,3
44251,44241,7
17311,17321,1
84239,84229,4
17051,20021,2
22571,22491,1
43091,43111,10
54411,54589,1
66451,66511,1
44691,44771,4
55249,55179,4
72021,72019,1
8058,8079,4
92161,82071,10
58091,58099,1
62271,62251,1
51139,51069,1
84159,84119,3
77041,77031,7
64469,64629,6
53301,53311,2
43268,43161,1
10149,6071,4
27461,27451,2
11349,11339,3
29089,29139,1
16139,15199,1
44141,44031,1
66341,66331,8
58211,58251,6
12081,12091,10
62081,62091,3
45439,45371,1
55051,55071,8
64011,64041,2
9131,13011,1
78101,77009,1
20309,20299,1
50049,50037,6
53039,53029,11
23121,23131,1
49029,49019,1
42119,42099,1
49239,49209,1
28079,28069,1
14519,14141,2
46861,46871,3
46271,46301,2
45009,44259,5
92239,92229,2
71089,71079,9
52429,52439,1
45369,45489,1
85091,85051,4
84039,84029,8
43639,43021,1
11289,11279,7
67241,67181,4
27099,21379,4
44569,44579,2
5019,6011,4
78211,78201,3
11141,11151,9
24671,24331,1
27031,27041,1
64499,64111,1
68159,68149,2
17161,17171,21
81111,82011,5
28281,28451,3
14121,14161,3
11459,11449,1
10169,10121,1
16079,16069,7
67419,67649,1
60089,52089,9
25341,25351,1
21241,9169,1
17159,19049,6
43619,20109,1
23439,23429,1
47111,47801,2
10231,10389,2
43379,43369,1
72159,72149,1
67531,67521,2
63269,63131,2
16219,15219,2
76119,76131,2
43239,43229,1
59641,59621,1
63029,63019,9
27419,27429,1
47019,46139,1
66549,64099,1
11181,11191,7
40269,40259,7
71119,71109,3
46199,46181,3
48141,57051,1
72041,72021,1
66201,66211,1
14519,14121,2
44451,44441,8
47611,58301,4
34041,34051,1
67171,65031,1
21579,21569,8
46051,46101,1
21639,21579,1
43499,43839,4
81089,81011,2
67059,67049,5
59711,59581,1
8058,8069,4
14221,14231,4
30019,31199,4
59561,59421,2
84369,84451,3
46869,46859,2
9219,13199,2
90031,80199,1
41139,41129,6
66411,66389,2
3218,42311,1
64149,64139,1
78201,78229,2
64401,67739,1
17131,17141,8
28329,28631,3
84019,83249,2
26091,26081,1
46771,47601,3
76049,76119,1
11469,11161,1
49119,49109,2
14159,14139,14
43209,42199,7
43121,43131,2
67441,67009,1
52371,52381,2
21429,21391,7
22059,22049,1
64069,64071,2
24709,25559,1
16059,16049,7
55289,68111,2
44079,30089,4
14369,14219,4
66309,66421,1
34101,32101,2
68169,68129,2
2049,2029,4
42041,42051,17
92051,92271,1
66009,62129,2
44629,44509,5
22479,23041,3
66371,63361,6
96289,96259,1
71109,71131,2
46449,46439,2
83079,83059,13
58221,58389,1
53021,53041,10
31139,31129,1
66271,66131,4
63181,66149,2
43421,43431,3
92121,92279,1
25519,24719,2
6169,6189,2
64111,66481,3
66431,66539,1
3218,17011,1
27051,27219,1
84449,84419,2
97109,98089,1
44651,44661,2
92201,83121,3
58399,58299,2
2161,2171,13
54109,54531,3
65491,65441,1
66499,66541,1
13031,13041,2
25559,25589,1
46009,46281,11
10079,6051,1
67209,67199,5
20239,20219,5
53249,54539,9
54059,54049,10
75391,74011,1
54309,5129,1
6069,6049,3
25121,25151,1
13169,13159,1
2029,3019,7
43169,43231,3
31071,31201,1
96389,96319,1
58219,58331,2
47121,47131,2
65411,65379,1
25451,25461,3
26249,26259,2
52211,52161,1
59331,59061,2
65451,65461,1
48019,46499,1
64359,64349,8
5049,5039,12
99119,99109,1
77259,77219,4
47071,47821,2
9037,9038,2
76289,76129,2
58111,58121,4
44189,44591,1
23301,23311,1
17101,12119,1
53131,53141,5
59009,59072,3
53121,53291,2
45059,45049,7
24011,24021,2
76469,76439,1
6071,6081,8
57081,57111,2
66511,66521,1
44211,44221,5
23249,23281,1
80049,80101,5
59209,59211,2
75009,76191,11
65009,65221,8
3222,3111,22
45259,45249,1
4179,1012,3
84351,84009,1
57031,57041,4
66161,66171,1
4222,4142,10
46129,46119,1
84011,84021,16
76201,76211,9
77071,77209,3
62041,62051,8
81029,80089,8
25201,25199,1
60179,60221,7
58109,58029,4
96309,96381,1
43679,43681,1
67601,67629,2
96249,96219,2
28301,28431,15
46351,46629,4
59159,59009,1
9139,13189,1
67349,67449,1
14061,14141,1
10381,10241,1
83131,83141,2
25601,25611,1
46589,46509,1
65121,65139,1
42249,42291,1
93031,93041,10
11069,11159,1
54599,54641,2
26441,26451,2
10081,10091,7
63319,64101,1
17239,17241,1
18249,15189,2
56019,56261,1
47581,47571,1
50239,50129,1
46489,46479,3
42211,42221,2
64521,64559,6
59191,59181,1
10151,10161,13
59579,59761,5
67559,67569,2
66071,66081,3
96329,96389,1
17129,16099,4
43761,43751,3
84251,84261,3
23039,23029,1
78099,78251,1
21259,21351,3
84379,84309,2
59589,59761,1
24699,24601,1
46331,46341,4
46149,46119,1
27179,27169,1
23399,23389,1
40349,40329,1
7221,60101,7
52281,52291,2
58151,58331,1
68141,68151,2
96159,96169,2
2089,2171,3
74049,74039,1
24381,24331,1
41021,41119,3
5009,4222,2
77331,65191,5
21589,21579,7
10089,10371,2
12189,12211,1
27131,27531,3
4168,4249,7
8137,8138,2
23199,23479,1
67161,65019,1
31211,31079,1
43461,43411,3
80231,81091,1
3391,75059,1
11579,11589,1
77039,77049,8
65191,67591,2
66009,66419,1
55301,55311,4
20231,20179,3
28221,28231,10
77371,77321,2
46631,46641,3
53289,53251,2
22369,22359,1
21191,21271,1
53319,53309,3
24331,23221,2
3011,80151,2
55159,55019,1
75341,75061,12
76159,76199,1
75381,75391,1
21181,21191,1
28421,28411,1
82141,82151,1
6141,10221,3
24619,24609,1
41141,41151,7
71071,71081,9
25119,25109,1
64199,64189,1
43361,43371,1
77051,77361,1
10181,10191,8
75339,75159,1
76181,76411,1
52279,52269,4
67409,67419,2
28621,43691,5
63181,63191,12
62099,62089,3
18051,18021,1
14489,14309,2
29111,29069,1
59749,59739,1
76289,75079,1
8138,8058,1
54571,54479,1
17119,17109,7
60221,80291,2
59459,59351,1
1621,1541,1
47541,47591,2
84199,84051,3
90079,90011,3
2149,2161,1
67561,67551,3
12089,12079,9
66009,66351,1
11159,11149,7
28061,28071,1
22221,22271,1
58411,58341,3
25111,25121,1
83189,83179,1
44689,44551,1
66231,66241,1
48031,48041,2
5199,5189,3
98171,98181,1
68171,59479,1
75089,75109,2
96189,96199,2
97111,97201,1
85081,85071,6
23209,23199,1
34009,34059,1
15229,15219,5
13029,3223,1
5029,5009,2
75251,75031,1
44661,44611,4
16179,18329,2
28331,28451,8
46721,46711,2
84321,84341,5
93151,93049,1
64091,66491,1
92249,92041,12
75269,75121,1
21609,21671,1
60161,60071,1
58291,58391,2
4179,2119,3
11331,11341,3
19061,19071,3
98049,98039,6
12111,17249,1
11279,11269,7
59541,59331,2
77171,78109,2
44249,44909,1
13121,13141,10
84211,84349,1
84199,84049,5
97061,97071,2
46951,58461,1
66481,66491,4
23419,23409,1
30059,30049,4
46771,47599,1
96449,96419,1
20129,20239,3
54471,54579,1
31081,34101,2
43139,43129,3
28329,28319,2
53271,53009,1
65261,65239,4
44299,44439,1
76119,76051,2
66121,66271,3
63191,63201,13
64051,64071,6
85039,85029,6
54469,54459,4
17239,17159,8
52239,52191,1
26389,26399,2
19041,17151,8
98069,97099,2
55009,55239,2
27189,27179,1
23051,23061,3
46179,46169,2
60101,60121,10
29051,29119,1
40239,9219,1
43141,43181,1
50159,50209,4
66081,62111,1
77321,77021,2
80151,92091,2
8011,8111,2
64339,63379,1
27351,27361,4
11041,11051,12
14199,10331,2
59619,59059,3
67769,67371,1
47599,47641,1
10191,10481,1
70309,70299,16
14029,14239,1
17251,17241,1
92099,92161,3
64419,64331,4
63101,71061,1
24549,24539,1
52359,52449,1
57121,58309,1
2061,1611,2
67581,67351,1
77291,77279,1
13099,13089,8
93119,93069,1
46429,46289,1
27241,27251,2
28139,28129,1
22009,27281,1
46031,46041,3
55079,55059,6
77379,77009,1
72051,71091,4
14201,14471,5
26081,26071,1
54211,54181,2
6051,6071,4
5521,10021,2
52451,52129,10
59699,59059,3
76231,76251,1
65221,65089,2
64461,66499,5
13191,9212,2
58401,58411,3
40271,40021,7
40111,40071,10
40041,40051,10
29159,20249,1
66391,66401,2
49111,49121,2
16179,16169,4
80211,80251,2
9022,13199,5
83331,83341,1
22359,22349,2
51089,51059,2
7518,7569,2
62029,62019,13
59069,59339,2
82071,81199,4
41021,41031,9
42191,43201,8
11439,11429,4
63031,63041,10
92199,92289,1
81189,81179,8
75159,75039,3
58479,58449,1
59379,59291,1
43119,43721,1
93101,83171,1
66471,64119,2
59439,59429,6
80189,80179,1
11081,11229,2
46339,46639,3
84221,84231,6
24519,24029,2
46509,46101,2
44721,44659,1
25419,25269,2
21119,21099,1
31191,30011,2
58439,46969,1
84469,84491,1
54261,54271,14
64461,64619,4
45349,45351,2
83079,83209,1
53061,53369,5
67599,65439,3
10329,10279,1
52031,52361,6
34049,34039,1
77111,77129,1
59291,59281,2
21011,21779,1
43159,43268,1
10329,10281,1
43271,43061,3
28109,28709,1
53061,53071,7
26109,24719,1
51041,51051,11
63381,64341,1
93041,93139,10
21339,21329,1
81051,82011,8
1113,1121,10
92079,92271,1
52289,52301,1
44799,44649,2
3151,3021,16
47061,47071,1
58121,58401,3
7371,7361,6
7021,7539,2
22559,22549,1
27271,27131,4
75031,75151,4
43459,43349,6
43041,43051,10
50191,50201,5
14381,14291,1
70289,70149,2
46491,44269,5
75081,75071,2
68179,68159,2
3511,3501,6
59161,59072,1
57011,57149,2
62151,62161,1
29139,29149,1
64101,64111,7
54399,54009,1
25389,25379,1
76089,76079,11
76061,76131,5
17091,17151,3
10499,10049,8
40039,40029,7
91089,14141,1
25231,25221,2
19039,19019,1
6029,5013,2
76529,76519,5
66489,64119,4
77101,77111,1
46021,46031,3
75279,76549,3
18149,18119,2
40249,40239,7
9213,40231,1
73029,64199,1
53409,53281,2
27419,27361,2
24639,24259,1
53229,53259,2
44619,44669,3
42141,42059,3
21671,21651,1
14041,14051,4
52481,52319,2
66509,66599,1
21679,21601,1
65541,65531,1
50061,50111,1
75151,75141,3
40121,50061,8
29119,29109,1
22591,22341,1
64629,67621,2
44229,43139,1
64239,64209,5
11079,11069,8
21519,21261,2
43089,43279,3
4331,13109,18
59389,59399,5
84429,84419,1
27311,27061,2
60029,60059,3
83271,83281,1
24369,24359,1
99081,99091,1
85091,85049,3
84261,84271,3
52399,52389,1
27149,27539,1
14241,14191,5
21359,21349,1
65311,65301,1
11221,11231,5
7569,1639,2
58161,58171,2
28211,28201,1
8057,8079,6
24179,24169,1
96169,96171,3
52269,52281,1
58049,58269,2
53079,53069,7
71211,71221,3
97051,97201,1
28521,28401,9
67289,67491,2
46931,46941,1
54359,54251,1
53349,53339,6
80029,7371,4
45291,45309,2
14339,14399,2
77301,77311,3
66059,66049,8
21219,21619,6
13019,9149,7
99071,99081,1
92181,92171,1
1319,1219,6
83219,83181,1
99181,95131,1
58021,58101,3
76241,97011,1
11221,11091,1
98041,98121,1
83229,83219,1
66589,66579,1
14161,15041,2
21239,28099,2
11479,11469,2
58189,58179,1
21481,21491,1
54509,54499,6
91041,91051,3
85069,85059,5
44709,44619,3
98071,99011,8
22009,21359,3
26461,26311,2
40091,41011,12
41109,11119,11
2111,4111,11
67261,67211,2
64439,64609,1
70359,60219,1
28131,28141,1
55509,55301,3
92059,92181,1
59039,67051,1
84089,84079,4
2089,2101,2
25259,25411,1
18061,18059,1
75129,75261,1
65079,65069,3
67371,67361,2
14061,14071,8
11299,11289,5
46741,47621,2
25331,25341,1
21391,21369,5
14259,14241,1
44021,44251,5
95011,95109,8
67191,67171,3
46851,46861,2
72019,5049,1
82059,2149,3
97129,98101,1
28391,28401,1
64101,66439,1
33051,34011,1
77251,77261,7
82119,82099,7
66251,66261,1
41131,41141,6
16181,16191,3
84371,84401,1
64381,64391,5
9219,9047,16
54269,54248,10
76149,76139,9
7379,80011,3
12079,12069,9
20269,20201,4
63079,64201,3
84589,83099,1
81091,70011,9
44151,44129,1
65171,65529,2
12169,12179,3
61021,61031,8
53321,53321,1
63059,63049,13
78209,78219,2
31049,31039,2
57039,57029,4
66119,66039,3
13141,13191,14
46649,46331,1
17129,18049,1
4222,2181,2
14139,14129,10
59619,59061,1
28641,28651,10
64339,64341,1
43859,43869,1
76121,76281,2
91049,91091,5
26201,25391,1
6049,6029,7
67259,67231,1
18119,19089,5
