source,Target,weight
82032,82061,8
43821,43041,1
97159,97149,1
98101,98119,1
67609,67261,1
10071,10371,1
48049,48039,3
54091,3223,1
59419,59639,5
44439,44421,1
23509,22161,1
13089,13079,8
46179,46141,1
55149,55139,6
70221,70231,11
70049,70039,5
2049,2089,3
14399,14329,1
12061,12071,10
78089,78101,5
77109,77099,1
26349,26261,2
62061,62071,3
24421,24531,1
94051,94061,12
82159,82149,1
82091,81129,3
13141,13171,1
25461,26201,3
59669,59619,2
11511,11521,6
44899,44889,1
55171,55029,3
17101,17111,7
8031,59031,1
8121,9059,16
11541,11551,1
53121,53131,5
46671,46851,2
14349,14339,3
1112,84159,1
84451,75251,2
96301,96401,1
47601,47611,5
16231,16241,2
20089,20069,3
21409,21459,1
27209,27199,1
29129,29049,1
17041,17251,3
96221,96019,1
32071,32081,2
25611,25621,1
67219,67269,2
53221,53211,3
49081,49169,1
72061,72071,12
25751,25761,1
29101,29111,1
59711,59571,2
5411,5421,2
45159,45169,1
6171,6161,2
80049,80051,1
46279,46251,1
95131,95141,5
65431,68111,1
97189,97179,1
81089,80089,6
45129,45119,6
46769,46399,5
44071,44519,1
5641,5651,2
76241,98081,1
23519,23239,1
81221,81111,2
46629,46619,4
92061,92071,11
98209,98219,1
64071,64021,1
63319,63219,2
58319,58429,1
24009,23079,2
14341,14049,1
96061,97011,2
63211,66109,2
33019,32089,1
98101,78141,3
28099,28379,2
63019,62149,6
80029,1339,9
28651,28051,1
99181,99171,4
28629,28319,1
50221,3223,1
10501,10369,1
20141,20199,3
92209,92309,2
63231,63261,3
12039,12029,6
45361,45301,4
84499,84461,1
16019,16209,6
65521,65231,2
84481,84491,9
44049,44251,4
44161,44151,7
28181,28709,1
70211,70221,12
1311,7371,6
16009,16199,4
67311,67769,1
81119,81109,9
44809,44799,2
59031,59051,1
5241,5013,1
63329,63319,4
20129,20179,1
20281,20341,1
22409,22429,1
63351,63341,7
50038,50111,1
59179,59189,2
65521,65179,1
76139,76051,1
21029,21019,3
53061,53061,1
63269,63239,2
63219,63209,16
65371,65419,1
13139,13119,9
65009,65201,3
16009,16131,2
63309,63299,6
17129,15049,1
20189,20261,2
1559,1549,3
33041,33051,1
23361,23371,1
47099,47089,1
52299,52289,1
3071,3031,15
5641,3222,4
7221,50249,4
84059,84191,2
28701,28101,1
10109,10099,7
76079,96289,1
23331,23241,1
46311,46249,2
41071,41081,15
10361,10079,1
96191,96261,2
44059,44049,7
43521,44161,3
94041,94051,9
55039,55241,2
84501,84511,4
15159,15149,9
63339,63329,5
46511,46591,2
46459,46261,1
63301,62221,8
7021,40011,6
43241,43261,1
66009,62131,3
76221,76231,8
65269,65411,1
64549,64249,1
14089,3511,2
43821,43029,1
59731,59741,2
94029,94019,11
82171,82181,1
5059,5049,9
64429,64381,7
17049,17039,8
64349,64411,3
10229,6149,3
44269,44229,6
15051,18041,1
46689,46651,2
94019,84159,1
15041,15051,12
52471,52401,1
41081,42129,1
64331,64521,6
10321,13031,2
22609,22191,3
44029,44019,11
96289,96109,6
65189,65239,2
24719,25689,2
84159,84121,5
2111,1611,3
98099,98019,11
16071,16081,8
93149,93159,1
22329,22319,1
5421,5271,2
17429,17439,1
25391,24711,1
84469,84481,9
67061,67071,7
81181,81191,7
67579,68031,2
53349,53349,1
57081,59119,1
43411,43701,1
59089,59319,2
71061,71071,7
52239,52189,3
5012,5022,8
65449,65499,1
40229,40219,6
27359,27349,1
71191,71181,4
44819,44869,2
59501,59441,1
54641,54631,2
16039,16029,6
53219,53229,3
31089,31079,1
49089,45449,1
84131,84031,2
41121,41131,6
64361,64371,2
27101,27121,3
66181,66191,1
75361,75381,1
20149,20139,6
67371,65809,1
76429,76419,3
56099,56089,5
52211,52159,1
77141,77131,1
64561,64359,1
13019,9139,1
76329,76339,1
75051,76071,5
67009,67409,4
20069,20059,1
17019,16089,3
25431,25441,5
22469,22189,4
26099,26109,1
11021,11031,12
66091,66029,1
96081,96091,1
67429,67599,1
57041,57051,4
